timestamp_us,particle_id,x_m,y_m,z_m,vel_mps
40000,56,-0.6111670611282811,-1.209248965539899,2.0453163309104436,7.206997505660131
40000,99,-0.3682507662189432,-0.8306408260577666,1.3945338619843934,6.6000675799228095
40000,62,-0.1806160865962818,-0.5269739938338576,0.8918530512690889,2.6134704470213004
40000,30,-0.12791868721289607,-0.4396151844236509,0.7506746108128757,3.0760635016009474
40000,57,-0.0360672990261925,-0.3005608252182708,0.504601068481195,1.8294444990158867
40000,43,0.016115683089785046,-0.2185576347120287,0.364800772457273,1.1449770226030003
40000,20,0.0938567627266633,-0.09323519476158605,0.1565293110390646,0.26113416030459297
40000,32,-0.019922888985896805,-0.27319547770315966,0.461349548325664,0.7992422992492915
40000,104,0.0231774074914653,-0.20318860567517916,0.3458821303681697,1.562787599917657
40000,80,0.03698598969393938,-0.1821937400484616,0.3088883864060847,0.9613150190750109
40000,113,0.043011554224619726,-0.1720462168984789,0.29274565805015895,1.6187900341005153
40000,75,0.062178967417095235,-0.14231506725372156,0.24139539155206138,0.8106107832961442
40000,42,0.0921383101173321,-0.09437778293268391,0.16113311430491942,0.8715442158783036
40000,23,-0.20037388347884721,-0.49035596329606085,0.8775670756194696,1.6562478737305815
40000,100,-0.14962216205762263,-0.41926332834244867,0.7512746468647087,5.160793587316132
40000,114,0.07681325954321332,-0.1041932979656902,0.18780451128585124,0.8377705870403899
40000,152,0.038716309689133185,-0.15472496227215182,0.2826063463859309,1.9054795961580815
40000,53,0.0691266922445439,-0.11432096354855475,0.20693204481085026,0.7079166013244556
40000,71,0.07256783888152846,-0.10860559876027934,0.1983689704102978,0.6040349669871924
40000,127,0.09002523900334311,-0.08489851696442835,0.1549273412519694,1.009714373414356
40000,52,0.06826530926796588,-0.4387120224983262,0.9617474910237197,6.43843818993667
40000,120,0.12233299011267959,-0.15559044847399625,0.34284517041123336,1.0984088600329782
40000,85,0.12676382813804413,-0.13121055113831107,0.29212622161755175,1.1213213913851425
40000,126,0.13134508062038433,-0.10913697520147876,0.23968550752856763,0.7868200915840112
40000,66,0.13234217923102906,-0.10393997638236073,0.22827191193196916,1.2949559183782349
40000,133,0.1025279435464042,-0.2540582130524868,0.5695497208599626,1.8604920374644651
40000,143,0.0907552013655708,-0.26286534783474175,0.6456175286964784,2.2364873886803327
40000,154,0.26927065189091176,-0.20876039303902147,0.507942797411534,2.6475662857550515
40000,117,0.025710311282740393,-0.5385980594358692,1.3281274876041842,7.941215615282624
40000,92,0.3100070225822736,-0.2800940642629314,0.6848157357959075,3.990660735843358
