timestamp_us,particle_id,x_m,y_m,z_m,vel_mps
100000,80,-0.1356651913615159,-0.04326058398007524,0.4912340014374067,1.8420767540683616
100000,69,0.04588830852116078,-0.0175041416198893,0.18150850821899267,0.6335739433877838
100000,70,0.0722559240096565,-0.01167219420714214,0.13652605005957785,0.4113042911683583
100000,65,0.016091440324004804,-0.019917566944046425,0.23234118125857642,0.7042545291718527
100000,88,0.015337827741106593,-0.01370463312052581,0.3099554264727639,1.6068615397459944
100000,68,-0.05404146171305866,-0.018543638823108364,0.46698401015208413,1.4580732550307973
100000,84,0.07994157763367044,-0.0052530677789230954,0.1637354892866921,0.556133105416234
100000,66,0.06067143805697177,-0.001276412388851624,0.15018034103082062,0.5975682190504035
100000,77,-0.08889106884853289,-0.006766981489687361,0.39535753819145175,1.1730044557836454
100000,72,0.057573356362222355,-0.005068622099093512,0.21436227046757464,0.573400923925656
100000,67,0.02217718809170364,-0.0007371484019166078,0.21328380531848562,0.359760835875535
100000,76,-0.42860318299512246,-0.004603332997262487,0.9522461977309485,2.409942429770403
100000,71,-0.03825648618780056,-0.000426364081120371,0.3123524768761835,1.4020465035389458
100000,79,0.12544807398730604,0.0027105593299080206,0.3626309863094025,1.1910254995292935
100000,63,0.1345526353261488,0.0022629014636791466,0.23960272096189625,0.5638532980079586
100000,100,0.13374287589474407,0.028934212354874776,0.35648217872305876,1.3608830087490975
100000,87,-0.17124249728613955,0.10718293317386074,0.7846123097844776,0.41616071219630624
100000,89,0.08100244284234352,0.0205448084448801,0.1728714041047492,0.4376068171742967
100000,94,0.06079406106276126,0.026089560826450687,0.2218804893449389,0.55097096133255
100000,75,-0.09120838419360146,0.0829203882894843,0.5905146965536044,1.4578321663550835
100000,120,-0.0016054970873808716,0.05174640612404455,0.3732110262323762,1.7882768732016676
100000,78,0.05721358405334958,0.027706763406464777,0.18665622771595122,0.2219432162723291
150000,77,-0.06497716055079744,0.004460296614080163,0.374411807588937,0.6742849291404815
150000,70,0.07709007599085572,0.0014484167553288068,0.12958381523097035,0.31222689302580986
150000,75,-0.1834454877715135,0.035412180358968794,0.5795661772487735,2.0865841149764206
150000,117,0.07883565462223951,0.03128972404111446,0.14695680031611455,0.42817762123561687
150000,102,0.07488312918382577,0.034792508853255744,0.15486506960319746,0.44120847407868174
150000,97,-0.018514885590695078,0.1138932505446844,0.42591050219487775,1.3795798507906423
150000,108,0.07483026711873447,0.05161249031879169,0.1931417374630691,0.062354646320703096
